Date,Open,High,Low,Close,Adj. Close,Change,Volume
2011-06-03,14.12000,14.12000,14.12000,14.12000,14.12000,-1.81%,0
2011-06-06,13.93000,13.93000,13.93000,13.93000,13.93000,-1.35%,0
2011-06-07,13.85000,13.85000,13.85000,13.85000,13.85000,-0.57%,0
2011-06-08,13.86000,13.86000,13.86000,13.86000,13.86000,0.07%,0
2011-06-09,14.06000,14.06000,14.06000,14.06000,14.06000,1.44%,0
2011-06-10,14.01000,14.01000,14.01000,14.01000,14.01000,-0.36%,0
2011-06-13,14.00000,14.00000,14.00000,14.00000,14.00000,-0.07%,0
2011-06-14,14.08000,14.08000,14.08000,14.08000,14.08000,0.57%,0
2011-06-15,14.01000,14.01000,14.01000,14.01000,14.01000,-0.50%,0
2011-06-16,14.19000,14.19000,14.19000,14.19000,14.19000,1.28%,0
2011-06-17,14.07000,14.07000,14.07000,14.07000,14.07000,-0.85%,0
2011-06-20,14.14000,14.14000,14.14000,14.14000,14.14000,0.50%,0
2011-06-21,14.27000,14.27000,14.27000,14.27000,14.27000,0.92%,0
2011-06-22,14.12000,14.12000,14.12000,14.12000,14.12000,-1.05%,0
2011-06-23,14.36000,14.36000,14.36000,14.36000,14.36000,1.70%,0
2011-06-24,14.18000,14.18000,14.18000,14.18000,14.18000,-1.25%,0
2011-06-27,14.19000,14.19000,14.19000,14.19000,14.19000,0.07%,0
2011-06-28,14.29000,14.29000,14.29000,14.29000,14.29000,0.70%,0
2011-06-29,14.38000,14.38000,14.38000,14.38000,14.38000,0.63%,0
2011-06-30,14.42000,14.42000,14.42000,14.42000,14.42000,0.28%,0
2011-07-01,14.65000,14.65000,14.65000,14.65000,14.65000,1.60%,0
2011-07-04,14.62000,14.62000,14.62000,14.62000,14.62000,-0.20%,0
2011-07-05,14.65000,14.65000,14.65000,14.65000,14.65000,0.21%,0
2011-07-06,14.83000,14.83000,14.83000,14.83000,14.83000,1.23%,0
2011-07-07,14.92000,14.92000,14.92000,14.92000,14.92000,0.61%,0
2011-07-08,14.93000,14.93000,14.93000,14.93000,14.93000,0.07%,0
2011-07-11,14.94000,14.94000,14.94000,14.94000,14.94000,0.07%,0
2011-07-12,14.88000,14.88000,14.88000,14.88000,14.88000,-0.40%,0
2011-07-13,14.74000,14.74000,14.74000,14.74000,14.74000,-0.94%,0
2011-07-14,14.65000,14.65000,14.65000,14.65000,14.65000,-0.61%,0
2011-07-15,14.76000,14.76000,14.76000,14.76000,14.76000,0.75%,0
2011-07-18,14.75000,14.75000,14.75000,14.75000,14.75000,-0.07%,0
2011-07-19,14.81000,14.81000,14.81000,14.81000,14.81000,0.41%,0
2011-07-20,14.80000,14.80000,14.80000,14.80000,14.80000,-0.07%,0
2011-07-21,14.81000,14.81000,14.81000,14.81000,14.81000,0.07%,0
2011-07-22,14.84000,14.84000,14.84000,14.84000,14.84000,0.20%,0
2011-07-25,14.78000,14.78000,14.78000,14.78000,14.78000,-0.40%,0
2011-07-26,14.57000,14.57000,14.57000,14.57000,14.57000,-1.42%,0
2011-07-27,14.38000,14.38000,14.38000,14.38000,14.38000,-1.30%,0
2011-07-28,14.41000,14.41000,14.41000,14.41000,14.41000,0.21%,0
2011-07-29,14.25000,14.25000,14.25000,14.25000,14.25000,-1.11%,0
2011-08-01,14.36000,14.36000,14.36000,14.36000,14.36000,0.77%,0
2011-08-02,13.98000,13.98000,13.98000,13.98000,13.98000,-2.65%,0
2011-08-03,13.98000,13.98000,13.98000,13.98000,13.98000,,0
2011-08-04,13.44000,13.44000,13.44000,13.44000,13.44000,-3.86%,0
2011-08-05,13.39000,13.39000,13.39000,13.39000,13.39000,-0.37%,0
2011-08-08,12.51000,12.51000,12.51000,12.51000,12.51000,-6.57%,0
2011-08-09,13.07000,13.07000,13.07000,13.07000,13.07000,4.48%,0
2011-08-10,12.53000,12.53000,12.53000,12.53000,12.53000,-4.13%,0
2011-08-11,13.03000,13.03000,13.03000,13.03000,13.03000,3.99%,0
2011-08-12,13.15000,13.15000,13.15000,13.15000,13.15000,0.92%,0
2011-08-15,13.22000,13.22000,13.22000,13.22000,13.22000,0.53%,0
2011-08-16,13.14000,13.14000,13.14000,13.14000,13.14000,-0.61%,0
2011-08-17,13.11000,13.11000,13.11000,13.11000,13.11000,-0.23%,0
2011-08-18,12.64000,12.64000,12.64000,12.64000,12.64000,-3.59%,0
2011-08-19,12.36000,12.36000,12.36000,12.36000,12.36000,-2.22%,0
